"","X","datadate","gvkey","viol","Year","Month","Day","Date","Index","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1"
"92",7094,9302006,2033,1,2006,9,30,"30.09.2006",1911,2033,"30.09.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q3","2006Q4",199.493,415.129,65.053,25.226,25.492,65.45,101.708,326.111,-8.281,58.698,89.263,89.018,4.53,0,7.777,0,"I",0,0,2.6,2044
"93",7104,12312004,2033,1,2004,12,31,"31.12.2004",1913,2033,"31.12.2004",2004,2005,1,"INDL","C","D","STD","USD","2004Q4","2005Q1",184.935,546.523,14.827,25.194,30.934,116.209,105.903,402.828,-10.283,147.315,64.489,143.695,43.187,0,2.687,0,"I",0,0,3.69,2037
"94",7106,12312006,2033,1,2006,12,31,"31.12.2006",1915,2033,"31.12.2006",2006,2007,1,"INDL","C","D","STD","USD","2006Q4","2007Q1",236.617,424.304,75.004,25.226,52.38,41.41,133.176,333.48,-12.057,58.931,60.386,90.824,4.714,0,1.222,0,"I",0,0,2.19,2045
"95",7508,11302006,2080,1,2006,11,30,"30.11.2006",2014,2080,"30.11.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",105.764,309.937,6.051,11.804,0,23.522,43.56,94.071,1.21,92.426,76.502,215.866,0,0.43,6.938,1.013,"A",0.2,0.2,17.7,2156
"96",7519,3312006,2085,1,2006,3,31,"31.03.2006",2018,2085,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",1554.8,3355.9,637.5,53.96,139.6,830.2,931,2029.3,92,612.3,565.1,1301.4,121,NA,30.1,1.2,"I",0.13,0.13,63.7,2169
"97",7520,3312007,2085,1,2007,3,31,"31.03.2007",2019,2085,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1416.4,3300.6,480.4,53.955,134.3,698.6,780.3,1882.8,64.2,627,578.9,1400.5,117.1,NA,15.1,3.1,"I",0,0.13,51.16,2173
"98",7531,6302006,2085,1,2006,6,30,"30.06.2006",2022,2085,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",1412.9,3248.5,489,53.955,24,830.6,775.5,1880.8,49.5,631.3,571.5,1343.5,123.2,NA,66.5,1.8,"I",0.13,0.13,49.04,2170
"99",7542,9302005,2085,1,2005,9,30,"30.09.2005",2025,2085,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",1488.6,3005.3,556,53.758,168.7,477,1032.7,1732.2,125.5,560.9,584.3,1259.1,108.1,0,66.4,43.6,"I",0.13,0.13,80.68,2167
"100",7543,9302006,2085,1,2006,9,30,"30.09.2006",2026,2085,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1427.6,3272.5,522.9,53.972,21.5,831,774.9,1885.4,62.2,634.4,577.3,1364.4,123.4,NA,90.1,2.6,"I",0.13,0.13,50.13,2171
"101",7553,12312005,2085,1,2005,12,31,"31.12.2005",2028,2085,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",1627.9,3416.4,720.6,53.939,161.4,831.2,1010.2,2108,131.6,604.4,626.4,1283.9,120.7,NA,116,45.1,"I",0.13,0.13,67.9,2168
"102",7554,12312006,2085,1,2006,12,31,"31.12.2006",2029,2085,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1402.1,3278.8,499.9,53.929,137.1,698.3,871.8,1866.8,67.6,633.2,597.6,1394.8,110.2,NA,107.7,3.2,"I",0.13,0.13,52.06,2172
"103",8127,3312004,2163,1,2004,3,31,"31.03.2004",2194,2163,"31.03.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",11.651,142.41,2.196,9.092,21.773,0.026,42.503,43.766,7.096,98.219,50.654,97.23,1.237,0,22.038,0,"I",0,0,18.12,2364
"104",8139,6302004,2163,1,2004,6,30,"30.06.2004",2197,2163,"30.06.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q2","2004Q1",12.597,146,3.285,9.143,11.703,0.003,34.017,35.411,6.088,100.717,65.391,108.963,1.391,0,5.389,NA,"I",0,0,14.91,2365
"105",8151,9302004,2163,1,2004,9,30,"30.09.2004",2201,2163,"30.09.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q3","2004Q2",12.451,149.475,2.79,9.144,3.385,10,23.728,39.374,4.964,104.474,48.11,108.325,0.011,0,11.255,NA,"I",0,0,13.38,2366
"106",8367,6302004,2193,1,2004,6,30,"30.06.2004",2241,2193,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",539.083,1322.823,216.463,107.958,9.388,563.8,344.756,1087.059,52.112,645.066,535.974,235.764,0,0,21.913,0,"I",0,0,8.6,2413
"107",8430,12312004,2204,1,2004,12,31,"31.12.2004",2258,2204,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",5.071,112.113,2.487,11.191,0,148.637,2.872,155.246,-0.063,0,3.443,-43.133,0,0,0,0,"I",0,0,2.27,2422
"108",8893,9302007,2251,1,2007,9,30,"30.09.2007",2354,2251,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",6.361,6.762,1.168,10.207,0.13,0,1.931,1.931,-0.829,0.339,2.312,4.831,0,0,0.146,NA,"I",0,0,1.23,2553
"109",8903,12312005,2251,1,2005,12,31,"31.12.2005",2356,2251,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",5.734,6.212,1.452,9.906,0.289,0.325,1.461,1.786,-0.215,0.406,3.064,4.426,0,0,0.096,0,"I",0,0,1.35,2546
"110",8905,12312007,2251,1,2007,12,31,"31.12.2007",2358,2251,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",5.972,6.357,0.756,10.257,0.327,0,1.59,1.59,0.288,0.325,4.322,4.767,0,0,0.176,NA,"I",0,0,1.16,2554
"111",9008,12312005,2259,1,2005,12,31,"31.12.2005",2388,2259,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",541.968,2119.96,34.198,33.156,66.771,670.193,470.623,1376.156,73.63,1435.398,179.728,738.879,137.584,65.118,138.628,0,"A",0.32,0.32,34.61,2578
"112",9009,12312006,2259,1,2006,12,31,"31.12.2006",2389,2259,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",474.501,2244.676,38.943,33.369,162.606,628.34,528.978,1449.477,66.602,1646.367,173.57,790.041,174.332,0,308.45,0,"A",0.33,0.33,36.94,2582
"113",9018,3312004,2264,1,2004,3,31,"31.03.2004",2391,2264,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",34.416,87.584,0.302,4.932,21.242,62.407,42.884,107.225,4.264,41.835,30.607,-19.641,NA,0,1.393,0,"I",0,0,0.61,2587
"114",9019,3312005,2264,1,2005,3,31,"31.03.2005",2392,2264,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",29.855,78.665,0.106,4.932,20.289,59.502,36.226,97.238,3.389,33.803,26.284,-18.573,1.09,0,1.345,0,"I",0,0,0.35,2591
"115",9021,3312007,2264,1,2007,3,31,"31.03.2007",2394,2264,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",25.441,59.175,0.844,4.982,72.814,0.403,87.818,89.081,2.872,23.517,22.53,-29.906,0.374,0,0.924,0,"I",0,0,0.2,2599
"116",9030,6302004,2264,1,2004,6,30,"30.06.2004",2395,2264,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",33.248,86.31,0.039,4.932,22.738,61.293,41.481,104.663,3.047,41.719,29.474,-18.353,NA,0,3.185,0,"I",0,0,0.68,2588
"117",9031,6302005,2264,1,2005,6,30,"30.06.2005",2396,2264,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",27.816,74.174,0.113,4.932,33.432,41.755,49.471,92.73,3.077,32.701,25.294,-18.556,1.09,0,2.291,0,"I",0,0,0.7,2592
"118",9033,6302007,2264,1,2007,6,30,"30.06.2007",2398,2264,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",27.363,60.397,0.846,4.982,74.399,0.382,90.44,91.662,3.06,22.643,23.778,-31.265,0.374,0,1.527,0,"I",0,0,0.55,2600
"119",9043,9302005,2264,1,2005,9,30,"30.09.2005",2400,2264,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",23.818,66.576,0.021,4.932,27.827,41.726,43.385,86.578,2.656,29.951,23.502,-20.002,1.09,0,2.887,0,"I",0,0,0.72,2593
"120",9045,9302007,2264,1,2007,9,30,"30.09.2007",2402,2264,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",26.393,57.974,0.384,4.982,72.655,0.36,89.907,91.096,3.11,21.77,23.06,-33.122,0.374,0,2.141,0,"I",0,0,0.7,2601
"121",9054,12312004,2264,1,2004,12,31,"31.12.2004",2403,2264,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",28.907,78.377,0.017,4.932,19.416,58.949,35.777,96.252,2.189,36.057,24.392,-17.875,1.09,0,6.365,0,"I",0,0,0.6,2590
"122",9055,12312005,2264,1,2005,12,31,"31.12.2005",2404,2264,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",22.396,62.343,0.013,4.932,26.004,41.545,41.092,83.999,2.249,28.487,21.762,-21.656,1.028,0,3.874,0,"I",0,0,0.7,2594
"123",9056,12312006,2264,1,2006,12,31,"31.12.2006",2405,2264,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",20.222,54.44,0.035,4.982,69.701,0.406,82.211,83.431,1.556,24.226,18.293,-28.991,0.374,0,2.678,0,"I",0,0,0.41,2598
"124",9057,12312007,2264,1,2007,12,31,"31.12.2007",2406,2264,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",21.877,52.367,0.426,5.022,69.086,0.005,87.771,88.308,1.669,20.854,19.04,-35.941,0.098,0,2.636,0,"I",0,0,0.25,2602
"125",9094,1312007,2269,1,2007,1,31,"31.01.2007",2410,2269,"31.01.2007",2007,2006,3,"INDL","C","D","STD","USD","2006Q4","2006Q3",5507.279,9359.978,1515.19,322.82,3438.754,416.183,7070.259,7829.804,69.81,392.706,931.179,1530.174,NA,24.67,129.905,188.562,"A",0,0.135,24.6,2615
"126",9106,4302007,2269,1,2007,4,30,"30.04.2007",2414,2269,"30.04.2007",2007,2006,4,"INDL","C","D","STD","USD","2007Q1","2006Q4",3454.292,7499.493,1254.484,323.219,1677.486,519.807,5176.352,6084.994,1048.052,379.066,2351.242,1414.499,NA,57.554,161.091,188.802,"A",0.135,0.135,22.61,2616
"127",9118,7312007,2269,1,2007,7,31,"31.07.2007",2417,2269,"31.07.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q2","2007Q1",2888.591,6868.07,725.46,324.546,1660.608,519.803,4710.363,5786.708,NA,372.235,294.018,1081.362,NA,20.887,14.497,0,"A",0.135,0.135,19.95,2617
"128",9130,10312007,2269,1,2007,10,31,"31.10.2007",2421,2269,"31.10.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q3","2007Q2",3981.033,7106.771,624.091,324.882,511.48,2144.012,3876.151,6562.491,-348.892,383.93,356.692,544.28,NA,21.037,48.48,0,"A",0.1425,0.1425,21.8,2618
"129",9152,6302006,2270,1,2006,6,30,"30.06.2006",2428,2270,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",725.8,3922.2,309.8,153.4,17.2,466.9,230,1064.2,318.3,2823.2,475.2,2858,333.9,0,283.8,52.2,"A",0.025,0.025,46.02,2628
"130",9164,9302006,2270,1,2006,9,30,"30.09.2006",2432,2270,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",854.2,4132.1,429.1,152.2,17.2,466.9,253,1110.2,324.3,2892,486.1,3021.9,350.9,0,405.6,106.7,"A",0.025,0.025,43.83,2629
"131",9422,2282006,2299,1,2006,2,28,"28.02.2006",2517,2299,"28.02.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",15.16,36.409,2.672,48.807,3.203,0.646,7.689,9.771,NA,5.479,6.528,26.389,0,0,0.133,0,"I",0,0,1.3,2723
"132",9435,5312006,2299,1,2006,5,31,"31.05.2006",2522,2299,"31.05.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",17.092,38.321,5.858,48.818,1.912,3.626,5.996,14.088,NA,5.425,2.385,23.908,0,0,0.192,0,"I",0,0,1.36,2724
"133",9457,11302005,2299,1,2005,11,30,"30.11.2005",2529,2299,"30.11.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",18.203,39.998,3.615,48.803,2.631,1.32,7.217,9.994,-0.676,5.508,9.187,29.763,0,0.056,1.244,0,"I",0,0,1.04,2722
"134",9659,3312006,2340,1,2006,3,31,"31.03.2006",2580,2340,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",12.543,42.906,0.56,7.951,1.707,27.025,11.817,38.842,0.272,0.356,5.277,4.064,0,0,0.05,0,"I",0,0,0.15,2787
"135",9681,9302005,2340,1,2005,9,30,"30.09.2005",2587,2340,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",4.924,10.248,0.869,7.651,1.512,1.678,3.819,5.497,-0.625,2.391,3.578,4.751,0,0,0.188,0,"I",0,0,0.2,2785
"136",9693,12312005,2340,1,2005,12,31,"31.12.2005",2591,2340,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",12.585,44.457,0.556,7.951,1.411,1.565,12.028,40.593,-0.168,0.364,4.076,3.864,0,0,0.194,0,"I",0,0,0.18,2786
"137",9838,12312005,2346,1,2005,12,31,"31.12.2005",2636,2346,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",370.407,563.248,187.514,32.071,0.452,76.078,139.101,251.475,7.16,108.26,157.045,311.773,0,0,40.25,33.97,"I",0.055,0.055,14.84,2834
"138",10062,9302005,2403,1,2005,9,30,"30.09.2005",2707,2403,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",10145,25609,3781,1957,277,5895,6622,14341,1197,5649,4767,11268,0,0,537,0,"A",0.28,0,24.06,2913
"139",10596,3312004,2497,1,2004,3,31,"31.03.2004",2833,2497,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",269.345,576.419,3.269,48.372,1.734,196.599,153.886,384.041,-14.38,80.911,194.707,192.378,0,0,2.939,0,"A",0,0,9.47,3055
"140",10597,3312005,2497,1,2005,3,31,"31.03.2005",2834,2497,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",297.872,584.83,23.648,48.826,0.08,196.058,173.268,404.789,2.054,63.849,193.976,179.755,0,0,1.893,0,"A",0,0,8.21,3059
"141",10608,6302004,2497,1,2004,6,30,"30.06.2004",2837,2497,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",301.002,598.134,16.781,48.392,0.095,196.091,176.506,406.524,8.205,75.394,225.742,191.61,0,-0.19,5.118,0,"A",0,0,5.43,3056
"142",10620,9302004,2497,1,2004,9,30,"30.09.2004",2841,2497,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",309.206,607.847,3.717,48.396,0.096,202.813,173.708,411.4,12.631,74.051,246.622,196.086,0,0,8.01,0,"A",0,0,5.25,3057
"143",10632,12312004,2497,1,2004,12,31,"31.12.2004",2845,2497,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",312.258,604.018,19.548,48.597,0.596,197.145,178.128,412.532,4.046,69.303,246.724,191.153,0,0,9.31,0,"A",0,0,10.11,3058
"144",10662,3312006,2504,1,2006,3,31,"31.03.2006",2851,2504,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",2481.6,5387.7,980.2,343.012,78.4,1049.1,1926.7,4006.8,-2,375.6,1387.8,1380.9,NA,0,21.6,0,"A",0,0,6.89,3079
"145",10685,9302005,2504,1,2005,9,30,"30.09.2005",2858,2504,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",1947.8,3888.2,466.1,341.272,65.2,1052.2,1629.9,4029.2,-15.9,397.9,1387.1,-141,NA,0.5,84.9,0,"A",0,0,6.64,3077
"146",10695,12312004,2504,1,2004,12,31,"31.12.2004",2861,2504,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",2417.6,5620.9,660.5,337.4,152.7,898.4,2022.8,4077.3,83.7,424.1,1524,1506.5,NA,19.4,137,0,"A",0,0,10.18,3074
"147",10864,9302006,2521,1,2006,9,30,"30.09.2006",2890,2521,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",27.488,49.802,1.561,17.436,42.895,0,65.703,69.719,NA,4.513,6.739,-20.288,NA,0,0.493,0,"A",0,0,0.53,3113
"148",10874,12312004,2521,1,2004,12,31,"31.12.2004",2892,2521,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",28.288,56.596,1.146,16.279,19.791,35.628,41.546,81.849,NA,9.374,17.357,-25.583,0.46,0,0.78,0,"A",0,0,0.36,3106
"149",10875,12312005,2521,1,2005,12,31,"31.12.2005",2893,2521,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",25.458,51.26,1.923,16.657,51.976,0,74.202,78.448,NA,4.594,10.77,-27.517,0.732,0,0.585,0,"A",0,0,0.34,3110
"150",10876,12312006,2521,1,2006,12,31,"31.12.2006",2894,2521,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",23.592,44.418,1.575,17.419,41.339,0,62.892,66.949,NA,4.476,15.339,-23.029,1.159,0,0.622,0,"A",0,0,0.3882,3114
"151",11140,3312004,2561,1,2004,3,31,"31.03.2004",2971,2561,"31.03.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",39.908,65.426,7.747,4.947,0.21,6.772,9.839,21.509,0.789,16.269,22.79,43.087,0.693,0,2.705,0,"I",0.07,0.07,5.6,3197
"152",11142,3312006,2561,1,2006,3,31,"31.03.2006",2973,2561,"31.03.2006",2006,2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",40.44,58.045,6.188,4.947,0.239,6.519,10.402,21.198,1.681,13.596,23.366,36.563,0.179,0,0.677,0,"I",0.07,0.07,4.085,3205
"153",11151,6302004,2561,1,2004,6,30,"30.06.2004",2974,2561,"30.06.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q2","2004Q1",39.647,63.801,6.222,4.947,0.174,6.733,9.145,20.077,1.022,15.825,22.086,42.841,0,0,0.111,0,"I",0.07,0.07,5.9,3198
"154",11153,6302006,2561,1,2006,6,30,"30.06.2006",2976,2561,"30.06.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",41.036,58.324,7.434,4.947,0.22,6.515,9.704,20.47,1.927,13.392,23.935,37.559,0.197,0,0.238,0,"I",0.07,0.07,5.61,3206
"155",11163,9302005,2561,1,2005,9,30,"30.09.2005",2978,2561,"30.09.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",37.729,55.932,6.7,4.947,6.286,0.725,14.301,19.317,0.494,14.157,21.457,36.382,0.212,0,0.155,0,"I",0.07,0.07,5,3203
"156",11174,12312005,2561,1,2005,12,31,"31.12.2005",2981,2561,"31.12.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q4","2005Q3",37.227,55.132,6.15,4.947,6.163,0.633,14.11,19.008,0.514,13.868,19.753,35.866,0.176,0,0.371,0,"I",0.07,0.07,4.05,3204
"157",11415,9302004,2589,1,2004,9,30,"30.09.2004",3054,2589,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",77.427,300.582,6.385,20.696,3.397,107.04,33.391,162.713,12.578,27.516,46.432,128.793,21.003,-3.155,6.403,0,"I",0,0,7.22,3275
"158",11600,6302006,2602,1,2006,6,30,"30.06.2006",3112,2602,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",93.941,364.804,0.108,9.178,2.555,196.65,62.466,303.548,6.808,128.393,113.35,61.256,NA,2.76,58.233,3.464,"I",0.0625,0.0625,17.48,3346
"159",11630,3312004,2606,1,2004,3,31,"31.03.2004",3119,2606,"31.03.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",33.727,100.019,0.011,4.743,2.921,34.552,30.2,65.752,1.664,44.224,64.077,34.267,0,0,0.411,0,"I",0,0,8.7,3349
"160",11692,5312007,2615,1,2007,5,31,"31.05.2007",3142,2615,"31.05.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q2","2007Q1",75.84,227.313,11.138,23.607,33.519,0,77.705,86.087,-14.261,6.572,46.393,141.226,0,27.311,0.516,0,"A",0,0,4.48,3378
"161",11704,8312007,2615,1,2007,8,31,"31.08.2007",3146,2615,"31.08.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q3","2007Q2",75.135,220.606,8.37,23.635,32.782,0,78.461,83.162,-2.326,5.952,32.668,137.444,0,27.259,0.92,0,"A",0,0,3.78,3379
"162",11716,11302007,2615,1,2007,11,30,"30.11.2007",3150,2615,"30.11.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q4","2007Q3",75.299,156.018,5.036,23.658,32.048,0,71.023,76.492,0.795,5.461,32.061,79.526,0,27.962,1.106,0,"A",0,0,2.58,3380
"163",12519,12312004,2817,1,2004,12,31,"31.12.2004",3359,2817,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",21013,43091,445,342.937,7688,15837,16210,35624,1179,7682,8584,7467,23,NA,2114,539,"A",0.41,0.41,97.51,3618
"164",12692,6302007,2845,1,2007,6,30,"30.06.2007",3434,2845,"30.06.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q2","2007Q1",NA,12444.978,380.264,120.883,1924.346,3381.562,NA,7503.994,-146.404,126.453,1901.786,4793.303,0,0,2.498,0.252,"I",0.04,0.04,40.1,3708
"165",12868,6302005,2870,1,2005,6,30,"30.06.2005",3479,2870,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",112.856,533.594,67.177,12.275,1.02,133.339,39.924,305.14,10.427,297.878,75.116,228.454,29.445,0,7.321,2,"I",0.23,0.23,18.5,3748
"166",13109,3312006,2903,1,2006,3,31,"31.03.2006",3545,2903,"31.03.2006",2006,2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",11.763,14.356,0.935,10.158,0.007,0.004,1.957,1.961,-0.683,0.95,5.177,12.395,0,0,0.175,0,"I",0,0,2.75,3822
"167",13121,6302006,2903,1,2006,6,30,"30.06.2006",3549,2903,"30.06.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",12.256,14.863,1.704,10.169,0,0,2.532,2.534,-0.114,0.901,5.476,12.329,0,0,0.049,0,"I",0,0,2.52,3823
"168",13133,9302006,2903,1,2006,9,30,"30.09.2006",3553,2903,"30.09.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q3","2006Q2",11.616,14.161,1.777,10.169,0.007,0,2.129,2.129,-0.281,0.818,4.983,12.032,0,0,0.062,0,"I",0,0,1.86,3824
"169",13296,6302006,2918,1,2006,6,30,"30.06.2006",3589,2918,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",21.696,23.923,0.255,3.655,0.111,8.77,14.279,23.049,0.356,1.841,4.533,0.874,0,0,0.03,0,"I",0,0,0.9,3863
"170",13297,6302007,2918,1,2007,6,30,"30.06.2007",3590,2918,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",20.683,24.629,0.032,3.655,8.908,5.665,17.683,24.334,-0.257,1.922,4.116,0.295,0.986,0,0.035,0,"I",0,0,0.66,3867
"171",13308,9302006,2918,1,2006,9,30,"30.09.2006",3593,2918,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",21.14,23.698,0.23,3.655,0.115,8.844,14.064,22.908,0.135,1.784,4.264,0.79,0,0,0.054,0,"I",0,0,0.84,3864
"172",13505,4302005,2942,1,2005,4,30,"30.04.2005",3643,2942,"30.04.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q1","2005Q3",84.143,157.358,24.651,14.957,4.5,12,28.536,53.978,7.874,23.096,50.534,103.38,10.202,0,2.528,0,"A",0,0,26.61,3915
"173",13518,7312006,2942,1,2006,7,31,"31.07.2006",3648,2942,"31.07.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",82.448,238.227,29.898,15.399,4.748,34.638,39.097,97.422,5.135,38.104,50.14,140.805,22.021,71.134,6.069,4.256,"A",0,0,14.38,3920
"174",14198,12312005,3026,1,2005,12,31,"31.12.2005",3836,3026,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",494.438,1962.117,126.678,64.389,121.282,635.261,409.71,1264.981,50.305,326.903,431.274,696.878,124.882,83.54,37.737,0,"A",0.06,0.06,33.03,4106
"175",14255,3312006,3031,1,2006,3,31,"31.03.2006",3856,3031,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",8.854,9.604,2.255,41.389,0.689,3.377,5.437,10.665,-0.417,0.721,4.843,-1.061,0,0,0.218,0,"I",0,0,0.7,4139
"176",14266,6302005,3031,1,2005,6,30,"30.06.2005",3859,3031,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",8.321,9.073,0.723,41.343,1.284,2.775,6.136,10.834,-0.025,0.732,5.782,-1.761,0,0,0.158,0,"I",0,0,0.42,4136
"177",14289,12312005,3031,1,2005,12,31,"31.12.2005",3867,3031,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",9.719,10.378,2.331,41.379,1.341,2.793,6.255,10.971,0.8,0.653,6.808,-0.593,0,0,0.197,0,"I",0,0,0.61,4138
"178",14384,12312004,3041,1,2004,12,31,"31.12.2004",3898,3041,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",406.8,739.9,69.2,48.6,17.2,235.9,213.4,689.5,14.1,128.4,213,50.4,11.4,0,8.8,0,"I",0,0,3.39,4166
"179",14385,12312005,3041,1,2005,12,31,"31.12.2005",3899,3041,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",368.8,671.6,45.7,50.112,6.7,233.3,182,676.7,12,114.2,217.1,-5.1,10.2,0,12.7,0,"I",0,0,1.26,4170
"180",14866,12312006,3107,1,2006,12,31,"31.12.2006",4029,3107,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",782.3,1939.7,351.7,40.905,0,0,374.9,935.8,108.9,884.9,552.1,918.1,117.9,0,132.9,121.5,"A",0.125,0.125,48.44,4305
