"","X","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","quarter","X.1","X.2","Index"
"60324",60324,"2004Q1",8850,"http://www.sec.gov/Archives/edgar/data/81362/0001193125-04-081794.txt",81362,"10-Q","QUAKER CHEMICAL CORP","16161","16198",20041,NA,NA,14754
"60402",60402,"2004Q1",8858,"http://www.sec.gov/Archives/edgar/data/708818/0001169232-04-003284.txt",708818,"10-K","QUALITY SYSTEMS INC","16161","16232",20041,NA,NA,14770
"60454",60454,"2004Q1",8859,"http://www.sec.gov/Archives/edgar/data/276889/0001104659-04-016560.txt",276889,"10-Q","QUANEX CORP","16191","16231",20041,NA,NA,14786
"60512",60512,"2004Q1",8864,"http://www.sec.gov/Archives/edgar/data/720500/0001193125-04-087614.txt",720500,"10-Q","AMTECH SYSTEMS INC","16161","16205",20041,NA,NA,14802
"60561",60561,"2004Q1",8867,"http://www.sec.gov/Archives/edgar/data/709283/0000709283-04-000067.txt",709283,"10-K","QUANTUM CORP /DE/","16161","16236",20041,NA,NA,14818
"60613",60613,"2004Q1",8872,"http://www.sec.gov/Archives/edgar/data/351721/0000950134-04-007048.txt",351721,"10-Q","ADVANCED NEUROMODULATION SYSTEMS INC","16161","16201",20041,NA,NA,14834
"60651",60651,"2004Q1",8873,"http://www.sec.gov/Archives/edgar/data/751652/0000751652-04-000012.txt",751652,"10-Q","QUESTAR CORP","16161","16198",20041,NA,NA,14841
"60728",60728,"2004Q1",8881,"http://www.sec.gov/Archives/edgar/data/32870/0001104659-04-014332.txt",32870,"10-Q","QUIXOTE CORP","16161","16205",20041,NA,NA,14857
"60779",60779,"2004Q1",8892,"http://www.sec.gov/Archives/edgar/data/700841/0000700841-04-000012.txt",700841,"10-Q","RCM TECHNOLOGIES INC","16157","16197",20041,NA,NA,14873
"60831",60831,"2004Q1",8901,"http://www.sec.gov/Archives/edgar/data/742278/0001188112-04-000707.txt",742278,"10-Q","RPC INC","16161","16196",20041,NA,NA,14889
"60881",60881,"2004Q1",8902,"http://www.sec.gov/Archives/edgar/data/110621/0000950152-04-002761.txt",110621,"10-Q","RPM INTERNATIONAL INC/DE/","16130","16169",20041,NA,NA,14905
"60963",60963,"2004Q1",8925,"http://www.sec.gov/Archives/edgar/data/718573/0000950153-04-001197.txt",718573,"10-Q","RADYNE COMSTREAM INC","16161","16203",20041,NA,NA,14921
"61048",61048,"2004Q1",8947,"http://www.sec.gov/Archives/edgar/data/82020/0000950134-04-007250.txt",82020,"10-Q","UNITED STATES LIME & MINERALS INC","16161","16202",20041,NA,NA,14937
"61100",61100,"2004Q1",8958,"http://www.sec.gov/Archives/edgar/data/82166/0000950134-04-008270.txt",82166,"10-Q","RAVEN INDUSTRIES INC","16191","16223",20041,NA,NA,14953
"61190",61190,"2004Q1",8964,"http://www.sec.gov/Archives/edgar/data/797917/0000950123-04-006233.txt",797917,"10-Q","RAYTECH CORP","16158","16203",20041,NA,NA,14969
"61229",61229,"2004Q1",8972,"http://www.sec.gov/Archives/edgar/data/1047122/0001193125-04-073219.txt",1047122,"10-Q","RAYTHEON CO/","16158","16190",20041,NA,NA,14976
"61343",61343,"2004Q1",9004,"http://www.sec.gov/Archives/edgar/data/770949/0001047469-04-016670.txt",770949,"10-Q","REEBOK INTERNATIONAL LTD","16161","16201",20041,NA,NA,14992
"61375",61375,"2004Q1",9013,"http://www.sec.gov/Archives/edgar/data/82788/0001193125-04-087508.txt",82788,"10-Q","REFAC","16161","16204",20041,NA,NA,14999
"61421",61421,"2004Q1",9016,"http://www.sec.gov/Archives/edgar/data/82811/0001206774-04-000477.txt",82811,"10-Q","REGAL BELOIT CORP","16160","16201",20041,NA,NA,15010
"61509",61509,"2004Q1",9023,"http://www.sec.gov/Archives/edgar/data/716643/0000950134-04-007301.txt",716643,"10-Q","REGIS CORP","16161","16203",20041,NA,NA,15025
"61560",61560,"2004Q1",9048,"http://www.sec.gov/Archives/edgar/data/34285/0001193125-04-085536.txt",34285,"10-Q","RELIABILITY INC","16161","16203",20041,NA,NA,15040
"61658",61658,"2004Q1",9063,"http://www.sec.gov/Archives/edgar/data/350698/0000950144-04-004605.txt",350698,"10-Q","AUTONATION INC /FL","16161","16190",20041,NA,NA,15055
"61737",61737,"2004Q1",9097,"http://www.sec.gov/Archives/edgar/data/83490/0001104659-04-014712.txt",83490,"10QSB","MAGSTAR TECHNOLOGIES INC","16161","16208",20041,NA,NA,15071
"61782",61782,"2004Q1",9112,"http://www.sec.gov/Archives/edgar/data/83588/0000950152-04-004037.txt",83588,"10-Q","REYNOLDS & REYNOLDS CO","16161","16205",20041,NA,NA,15086
"61878",61878,"2004Q1",9125,"http://www.sec.gov/Archives/edgar/data/355948/0000355948-04-000011.txt",355948,"10-Q","RICHARDSON ELECTRONICS LTD/DE","16129","16169",20041,NA,NA,15096
"61945",61945,"2004Q1",9154,"http://www.sec.gov/Archives/edgar/data/84112/0001031726-04-000001.txt",84112,"10KSB","RISK GEORGE INDUSTRIES INC","16191","16281",20041,NA,NA,15111
"61995",61995,"2004Q1",9155,"http://www.sec.gov/Archives/edgar/data/84129/0000950136-04-001277.txt",84129,"10-K","RITE AID CORP","16129","16187",20041,NA,NA,15127
"62079",62079,"2004Q1",9170,"http://www.sec.gov/Archives/edgar/data/84278/0001193125-04-101329.txt",84278,"10-Q","ROANOKE ELECTRIC STEEL CORP","16191","16232",20041,NA,NA,15143
"62118",62118,"2004Q1",9171,"http://www.sec.gov/Archives/edgar/data/1069533/0001193125-04-087402.txt",1069533,"10-Q","RGC RESOURCES INC","16161","16204",20041,NA,NA,15151
"62169",62169,"2004Q1",9173,"http://www.sec.gov/Archives/edgar/data/84290/0000950152-04-002367.txt",84290,"10-Q","ROBBINS & MYERS INC","16130","16159",20041,NA,NA,15167
"62214",62214,"2004Q1",9177,"http://www.sec.gov/Archives/edgar/data/355300/0000355300-04-000011.txt",355300,"10QSB","ENDEVCO INC","16161","16204",20041,NA,NA,15183
"62301",62301,"2004Q1",9191,"http://www.sec.gov/Archives/edgar/data/225868/0000950135-04-002624.txt",225868,"10-Q","ROBOTIC VISION SYSTEMS INC","16161","16204",20041,NA,NA,15199
"62377",62377,"2004Q1",9203,"http://www.sec.gov/Archives/edgar/data/1024478/0000950123-04-005681.txt",1024478,"10-Q","ROCKWELL  AUTOMATION INC","16161","16195",20041,NA,NA,15201
"62429",62429,"2004Q1",9216,"http://www.sec.gov/Archives/edgar/data/84748/0001157523-04-004850.txt",84748,"10-Q","ROGERS CORP","16165","16205",20041,NA,NA,15217
"62480",62480,"2004Q1",9217,"http://www.sec.gov/Archives/edgar/data/84792/0000893220-04-000874.txt",84792,"10-Q","ROHM & HAAS CO","16161","16194",20041,NA,NA,15233
"62549",62549,"2004Q1",9225,"http://www.sec.gov/Archives/edgar/data/84839/0000084839-04-000022.txt",84839,"10-Q","ROLLINS INC","16161","16190",20041,NA,NA,15249
"62600",62600,"2004Q1",9230,"http://www.sec.gov/Archives/edgar/data/84919/0000914317-04-002061.txt",84919,"10-Q","RONSON CORP","16161","16205",20041,NA,NA,15265
"62657",62657,"2004Q1",9242,"http://www.sec.gov/Archives/edgar/data/943117/0000943117-04-000035.txt",943117,"10-Q","SUREWEST COMMUNICATIONS","16161","16201",20041,NA,NA,15281
"62735",62735,"2004Q1",9248,"http://www.sec.gov/Archives/edgar/data/745732/0001206774-04-000570.txt",745732,"10-Q","ROSS STORES INC","16192","16230",20041,NA,NA,15297
"62808",62808,"2004Q1",9258,"http://www.sec.gov/Archives/edgar/data/85408/0000085408-04-000019.txt",85408,"10-Q","ROWAN COMPANIES INC","16161","16195",20041,NA,NA,15313
"62859",62859,"2004Q1",9259,"http://www.sec.gov/Archives/edgar/data/85417/0001193125-04-058523.txt",85417,"10-Q","ROWE COMPANIES","16130","16168",20041,NA,NA,15329
"62909",62909,"2004Q1",9281,"http://www.sec.gov/Archives/edgar/data/85684/0001028269-04-000039.txt",85684,"10QSB","RUBY MINING CO","16161","16212",20041,NA,NA,15339
"62950",62950,"2004Q1",9284,"http://www.sec.gov/Archives/edgar/data/85704/0000895527-04-000050.txt",85704,"10-Q","RUDDICK CORP","16158","16203",20041,NA,NA,15350
"63002",63002,"2004Q1",9289,"http://www.sec.gov/Archives/edgar/data/739878/0001104659-04-013548.txt",739878,"10-Q","RUSS BERRIE & CO INC","16161","16201",20041,NA,NA,15366
"63052",63052,"2004Q1",9293,"http://www.sec.gov/Archives/edgar/data/85812/0001193125-04-088698.txt",85812,"10-Q","RUSSELL CORP","16165","16205",20041,NA,NA,15381
"63092",63092,"2004Q1",9298,"http://www.sec.gov/Archives/edgar/data/355622/0000355622-04-000026.txt",355622,"10-Q","RYANS FAMILY STEAKHOUSES INC","16161","16201",20041,NA,NA,15390
"63133",63133,"2004Q1",9299,"http://www.sec.gov/Archives/edgar/data/85961/0000950144-04-005042.txt",85961,"10-Q","RYDER SYSTEM INC","16161","16198",20041,NA,NA,15400
"63190",63190,"2004Q1",9302,"http://www.sec.gov/Archives/edgar/data/85974/0000950150-04-000502.txt",85974,"10-Q","RYLAND GROUP INC","16161","16198",20041,NA,NA,15416
"63262",63262,"2004Q1",9305,"http://www.sec.gov/Archives/edgar/data/723924/0001193125-04-096740.txt",723924,"10-Q","S&K FAMOUS BRANDS INC","16192","16223",20041,NA,NA,15432
"63313",63313,"2004Q1",9311,"http://www.sec.gov/Archives/edgar/data/87050/0001144204-04-007638.txt",87050,"10-Q","SBE INC","16160","16217",20041,NA,NA,15435
"63377",63377,"2004Q1",9319,"http://www.sec.gov/Archives/edgar/data/89261/0001193125-04-088949.txt",89261,"10-Q","EXX INC/NV/","16161","16205",20041,NA,NA,15446
"63426",63426,"2004Q2",9323,"http://www.sec.gov/Archives/edgar/data/90045/0000090045-04-000027.txt",90045,"10-Q","PARAGON TECHNOLOGIES INC","16252","16295",20042,NA,NA,15462
"63476",63476,"2004Q1",9324,"http://www.sec.gov/Archives/edgar/data/766829/0000766829-04-000019.txt",766829,"10-Q","SJW CORP","16161","16201",20041,NA,NA,15477
"63526",63526,"2004Q1",9325,"http://www.sec.gov/Archives/edgar/data/89270/0000893220-04-001001.txt",89270,"10-Q","SL INDUSTRIES INC","16161","16203",20041,NA,NA,15493
"63564",63564,"2004Q1",9330,"http://www.sec.gov/Archives/edgar/data/315545/0001005794-04-000401.txt",315545,"10QSB","PROVECTUS PHARMACEUTICALS INC","16161","16208",20041,NA,NA,15509
"63664",63664,"2004Q1",9340,"http://www.sec.gov/Archives/edgar/data/930184/0000950137-04-003818.txt",930184,"10-Q","VALEANT PHARMACEUTICALS INTERNATIONAL","16161","16201",20041,NA,NA,15525
"63718",63718,"2004Q1",9355,"http://www.sec.gov/Archives/edgar/data/86115/0000893220-04-000971.txt",86115,"10-Q","SAFEGUARD SCIENTIFICS INC","16161","16201",20041,NA,NA,15541
"63794",63794,"2004Q1",9359,"http://www.sec.gov/Archives/edgar/data/86144/0001193125-04-080640.txt",86144,"10-Q","SAFEWAY INC","16157","16197",20041,NA,NA,15557
"63854",63854,"2004Q1",9367,"http://www.sec.gov/Archives/edgar/data/812482/0001193125-04-089090.txt",812482,"10-Q","ARCHON CORP","16161","16208",20041,NA,NA,15573
"63923",63923,"2004Q1",9372,"http://www.sec.gov/Archives/edgar/data/203077/0000897101-04-000940.txt",203077,"10-Q","ST JUDE MEDICAL INC","16161","16201",20041,NA,NA,15588
"64014",64014,"2004Q1",9397,"http://www.sec.gov/Archives/edgar/data/753899/0001193125-04-089509.txt",753899,"10-Q","SANDS REGENT","16161","16208",20041,NA,NA,15604
"64076",64076,"2004Q1",9402,"http://www.sec.gov/Archives/edgar/data/93631/0000950136-04-001548.txt",93631,"10-Q","MOVIE STAR INC /NY/","16161","16204",20041,NA,NA,15615
"64118",64118,"2004Q1",9403,"http://www.sec.gov/Archives/edgar/data/313749/0001047469-04-016179.txt",313749,"10-Q","LA QUINTA CORP","16161","16197",20041,NA,NA,15629
"64173",64173,"2004Q1",9411,"http://www.sec.gov/Archives/edgar/data/23666/0001193125-04-075264.txt",23666,"10-Q","LEE SARA CORP","16157","16191",20041,NA,NA,15636
"64220",64220,"2004Q1",9413,"http://www.sec.gov/Archives/edgar/data/1044577/0001157523-04-005062.txt",1044577,"10QSB","ORALABS HOLDING CORP","16161","16211",20041,NA,NA,15652
"64248",64248,"2007Q1",9441,"http://www.sec.gov/Archives/edgar/data/766004/0001193125-07-116947.txt",766004,"10-Q","SBARRO INC","17257","17302",20071,NA,NA,15660
"64286",64286,"2004Q1",9443,"http://www.sec.gov/Archives/edgar/data/87086/0000950159-04-000554.txt",87086,"10-Q","SCAN OPTICS INC","16161","16208",20041,NA,NA,15663
"64324",64324,"2004Q1",9445,"http://www.sec.gov/Archives/edgar/data/754737/0001047469-04-015964.txt",754737,"10-Q","SCANA CORP","16161","16196",20041,NA,NA,15670
"64370",64370,"2004Q2",9450,"http://www.sec.gov/Archives/edgar/data/727063/0001019687-05-002650.txt",727063,"10KSB","PURCHASESOFT INC","16222","16700",20042,NA,NA,15686
"64406",64406,"2004Q1",9455,"http://www.sec.gov/Archives/edgar/data/87196/0001047469-04-024548.txt",87196,"10-K","SCHEIB EARL INC","16191","16280",20041,NA,NA,15691
"64449",64449,"2004Q1",9459,"http://www.sec.gov/Archives/edgar/data/310158/0000950123-04-005315.txt",310158,"10-Q","SCHERING PLOUGH CORP","16161","16189",20041,NA,NA,15695
"64500",64500,"2004Q1",9466,"http://www.sec.gov/Archives/edgar/data/866729/0001047469-04-010597.txt",866729,"10-Q","SCHOLASTIC CORP","16130","16163",20041,NA,NA,15711
"64551",64551,"2004Q1",9472,"http://www.sec.gov/Archives/edgar/data/87565/0000950152-04-002769.txt",87565,"10-Q","SCHULMAN A INC","16130","16170",20041,NA,NA,15727
"64602",64602,"2004Q1",9473,"http://www.sec.gov/Archives/edgar/data/1135431/0000897069-04-001122.txt",1135431,"10-Q","FRESH BRANDS INC","16185","16225",20041,NA,NA,15743
"64640",64640,"2004Q1",9481,"http://www.sec.gov/Archives/edgar/data/350644/0000350644-04-000003.txt",350644,"10QSB","SCIENCE DYNAMICS CORP","16161","16208",20041,NA,NA,15750
"64692",64692,"2004Q1",9483,"http://www.sec.gov/Archives/edgar/data/87777/0001193125-04-086138.txt",87777,"10-Q","SCIENTIFIC ATLANTA INC","16163","16203",20041,NA,NA,15766
"64727",64727,"2004Q1",9489,"http://www.sec.gov/Archives/edgar/data/87799/0000087799-04-000015.txt",87799,"10QSB","TRANSTECH INDUSTRIES INC","16161","16208",20041,NA,NA,15774
"64778",64778,"2004Q1",9490,"http://www.sec.gov/Archives/edgar/data/87802/0000087802-04-000007.txt",87802,"10QSB","SCIENTIFIC INDUSTRIES INC","16161","16208",20041,NA,NA,15789
"64927",64927,"2004Q1",9521,"http://www.sec.gov/Archives/edgar/data/88000/0000088000-04-000008.txt",88000,"10-Q","SCOTTS LIQUID GOLD INC","16161","16197",20041,NA,NA,15805
"64977",64977,"2004Q1",9538,"http://www.sec.gov/Archives/edgar/data/88121/0000088121-04-000012.txt",88121,"10-Q","SEABOARD CORP /DE/","16164","16198",20041,NA,NA,15819
"65071",65071,"2004Q1",9551,"http://www.sec.gov/Archives/edgar/data/317788/0001019056-04-001511.txt",317788,"10QSB","EB2B COMMERCE INC /NY/","16161","16435",20041,NA,NA,15835
"65116",65116,"2004Q1",9552,"http://www.sec.gov/Archives/edgar/data/110027/0001169232-04-002806.txt",110027,"10QSB","LEAP TECHNOLOGY INC / DE","16161","16203",20041,NA,NA,15838
"65167",65167,"2004Q1",9555,"http://www.sec.gov/Archives/edgar/data/1012100/0001047469-04-016440.txt",1012100,"10-Q","SEALED AIR CORP/DE","16161","16198",20041,NA,NA,15854
"65231",65231,"2004Q1",9563,"http://www.sec.gov/Archives/edgar/data/319256/0000950137-04-003861.txt",319256,"10-Q","SEARS ROEBUCK & CO","16164","16202",20041,NA,NA,15870
"65312",65312,"2004Q1",9589,"http://www.sec.gov/Archives/edgar/data/750813/0000750813-04-000022.txt",750813,"10-Q","SEITEL INC","16161","16201",20041,NA,NA,15874
"65354",65354,"2004Q1",9590,"http://www.sec.gov/Archives/edgar/data/88790/0000897101-04-000989.txt",88790,"10-Q","SELAS CORP OF AMERICA","16161","16208",20041,NA,NA,15885
"65419",65419,"2004Q1",9599,"http://www.sec.gov/Archives/edgar/data/88941/0001193125-04-098995.txt",88941,"10-Q","SEMTECH CORP","16186","16226",20041,NA,NA,15901
"65489",65489,"2004Q1",9603,"http://www.sec.gov/Archives/edgar/data/729599/0000950152-04-004400.txt",729599,"10QSB","SENTEX SENSING TECHNOLOGY INC","16130","16224",20041,NA,NA,15917
"65534",65534,"2004Q1",9607,"http://www.sec.gov/Archives/edgar/data/89041/0001019056-04-000775.txt",89041,"10QSB","SAGEMARK COMPANIES LTD","16161","16211",20041,NA,NA,15931
"65586",65586,"2004Q1",9611,"http://www.sec.gov/Archives/edgar/data/89089/0000950129-04-003059.txt",89089,"10-Q","SERVICE CORPORATION INTERNATIONAL","16161","16201",20041,NA,NA,15947
"65652",65652,"2004Q1",9613,"http://www.sec.gov/Archives/edgar/data/1052045/0001052045-04-000127.txt",1052045,"10-Q","SERVICEMASTER CO","16161","16201",20041,NA,NA,15963
"65694",65694,"2004Q1",9614,"http://www.sec.gov/Archives/edgar/data/1066138/0000950144-04-005452.txt",1066138,"10-Q","LODGIAN INC","16161","16205",20041,NA,NA,15977
"65746",65746,"2004Q1",9619,"http://www.sec.gov/Archives/edgar/data/89140/0001110550-04-000062.txt",89140,"10QSB","SERVOTRONICS INC /DE/","16161","16208",20041,NA,NA,15993
"65891",65891,"2004Q1",9664,"http://www.sec.gov/Archives/edgar/data/354963/0001169232-04-002681.txt",354963,"10-Q","SHENANDOAH TELECOMMUNICATIONS CO/VA/","16161","16198",20041,NA,NA,16009
"65941",65941,"2004Q1",9667,"http://www.sec.gov/Archives/edgar/data/89800/0000950152-04-003707.txt",89800,"10-Q","SHERWIN WILLIAMS CO","16161","16198",20041,NA,NA,16023
"66020",66020,"2004Q1",9679,"http://www.sec.gov/Archives/edgar/data/89925/0000950152-04-004811.txt",89925,"10-K","SHOPSMITH INC","16164","16245",20041,NA,NA,16039
"66066",66066,"2004Q1",9686,"http://www.sec.gov/Archives/edgar/data/90057/0001068800-04-000336.txt",90057,"10-Q","SIBONEY CORP","16161","16202",20041,NA,NA,16046
"66103",66103,"2004Q1",9693,"http://www.sec.gov/Archives/edgar/data/1086411/0000950152-04-004029.txt",1086411,"10QSB","LIBERTY SELF STOR INC","16161","16205",20041,NA,NA,16062
"66153",66153,"2004Q1",9698,"http://www.sec.gov/Archives/edgar/data/90168/0000950152-04-004110.txt",90168,"10-Q","SIFCO INDUSTRIES INC","16161","16208",20041,NA,NA,16076
"66205",66205,"2004Q1",9699,"http://www.sec.gov/Archives/edgar/data/90185/0001193125-04-078901.txt",90185,"10-Q","SIGMA ALDRICH CORP","16161","16196",20041,NA,NA,16092
"66257",66257,"2004Q1",9715,"http://www.sec.gov/Archives/edgar/data/82628/0001193125-04-084655.txt",82628,"10-Q","SYMMETRICOM INC","16161","16202",20041,NA,NA,16108
"66328",66328,"2004Q1",9719,"http://www.sec.gov/Archives/edgar/data/90283/0001206774-04-000486.txt",90283,"10-Q","SILICONIX INC","16164","16201",20041,NA,NA,16124
"66415",66415,"2004Q1",9748,"http://www.sec.gov/Archives/edgar/data/90721/0000914317-04-001506.txt",90721,"10QSB","ELEC COMMUNICATIONS CORP","16130","16169",20041,NA,NA,16129
"66465",66465,"2004Q1",9761,"http://www.sec.gov/Archives/edgar/data/90896/0000950137-04-002768.txt",90896,"10-Q","SKYLINE CORP","16130","16175",20041,NA,NA,16145
"66517",66517,"2004Q1",9771,"http://www.sec.gov/Archives/edgar/data/91142/0000897069-04-000956.txt",91142,"10-Q","SMITH A O CORP","16161","16194",20041,NA,NA,16161
"66569",66569,"2004Q1",9772,"http://www.sec.gov/Archives/edgar/data/721083/0000950129-04-003070.txt",721083,"10-Q","SMITH INTERNATIONAL INC","16161","16201",20041,NA,NA,16177
"66618",66618,"2004Q1",9774,"http://www.sec.gov/Archives/edgar/data/91388/0001193125-04-119607.txt",91388,"10-K","SMITHFIELD FOODS INC","16193","16268",20041,NA,NA,16193
"66669",66669,"2004Q1",9777,"http://www.sec.gov/Archives/edgar/data/91419/0000950152-04-005304.txt",91419,"10-K","SMUCKER J M CO","16191","16265",20041,NA,NA,16209
"66721",66721,"2004Q1",9778,"http://www.sec.gov/Archives/edgar/data/91440/0000897069-04-000982.txt",91440,"10-Q","SNAP ON INC","16164","16197",20041,NA,NA,16225
"66773",66773,"2004Q1",9786,"http://www.sec.gov/Archives/edgar/data/354260/0001231742-04-000275.txt",354260,"10QSB","SOFTECH INC","16130","16175",20041,NA,NA,16241
"66825",66825,"2004Q1",9799,"http://www.sec.gov/Archives/edgar/data/91668/0001144204-04-008594.txt",91668,"10KSB","SOLITRON DEVICES INC","16130","16238",20041,NA,NA,16257
"66910",66910,"2004Q1",9812,"http://www.sec.gov/Archives/edgar/data/91741/0001104659-04-014222.txt",91741,"10-Q","SONESTA INTERNATIONAL HOTELS CORP","16161","16204",20041,NA,NA,16272
"66961",66961,"2004Q1",9815,"http://www.sec.gov/Archives/edgar/data/91767/0000950144-04-004932.txt",91767,"10-Q","SONOCO PRODUCTS CO","16158","16197",20041,NA,NA,16287
"67012",67012,"2004Q1",9831,"http://www.sec.gov/Archives/edgar/data/91928/0000091928-04-000021.txt",91928,"10-Q","SOUTH JERSEY INDUSTRIES INC","16161","16201",20041,NA,NA,16303
"67064",67064,"2004Q1",9835,"http://www.sec.gov/Archives/edgar/data/320575/0001104659-04-018311.txt",320575,"10-K","PIONEER DRILLING CO","16161","16250",20041,NA,NA,16319
"67131",67131,"2004Q1",9841,"http://www.sec.gov/Archives/edgar/data/277158/0000277158-04-000026.txt",277158,"10-Q","SEMCO ENERGY INC","16161","16198",20041,NA,NA,16332
"67177",67177,"2004Q1",9846,"http://www.sec.gov/Archives/edgar/data/827052/0000827052-04-000052.txt",827052,"10-Q","EDISON INTERNATIONAL","16161","16198",20041,NA,NA,16347
"67228",67228,"2004Q1",9849,"http://www.sec.gov/Archives/edgar/data/1056903/0000950129-04-003084.txt",1056903,"10-Q","AMERICAN STATES WATER CO","16161","16201",20041,NA,NA,16363
"67280",67280,"2004Q1",9850,"http://www.sec.gov/Archives/edgar/data/92122/0000092122-04-000193.txt",92122,"10-Q","SOUTHERN CO","16161","16197",20041,NA,NA,16379
"67376",67376,"2004Q1",9867,"http://www.sec.gov/Archives/edgar/data/203248/0000203248-04-000220.txt",203248,"10-Q","SOUTHERN UNION CO","16161","16205",20041,NA,NA,16395
